house,2018-07,2018-08,2018-09,2018-10,2018-11
219,113.24980651263866,113.24980651263866,105.92138815478033,126.90050784047251,129.15812433149867
223,253.9265487991748,253.9265487991748,236.03421422380873,242.37449157038168,222.74835329858684
225,256.0988590993036,256.0988590993036,233.3893203033637,255.12780345833016,233.17459195586767
228,262.1408230854408,262.1408230854408,239.50185189973132,269.1434029686941,246.86877097482335
229,284.0131642917231,284.0131642917231,248.5017006865898,258.4697431378989,234.70273885562503
230,265.4727628749586,265.4727628749586,243.1826531225988,259.6549768247852,235.65956387654313
231,139.51468393794585,139.51468393794585,138.00414122232004,130.56809489605757,127.80252155216672
232,337.46048189680505,337.46048189680505,298.09599510779077,323.84269475564946,300.21249956646375
233,126.23619248472718,126.23619248472718,101.05507366183096,193.32516325833464,196.6330796171997
235,101.96620575242258,101.96620575242258,105.04186464176132,94.46889469268842,95.92949673931432
241,207.07505453086588,207.07505453086588,176.39698129003432,230.63698387659622,203.56699071495865
242,241.9453290838382,241.9453290838382,221.58613516373612,238.91900540763027,217.5056811968343
243,202.29799463334342,202.29799463334342,169.8051966185643,255.43121219603367,217.21215022390098
245,186.0814087847372,186.0814087847372,165.6763019734659,195.4123010812704,184.13316358626923
247,234.34340325521518,234.34340325521518,186.2025006019026,311.1406657292473,260.4600074893187
248,148.21608959014202,148.21608959014202,133.57187324527624,152.7808175940149,150.61305842193374
250,334.638009621995,334.638009621995,322.5688582191535,322.9515190998673,300.63500739898706
252,348.7827321484376,348.7827321484376,298.9643841185273,358.61244237489916,321.0284517658893
253,244.51517027109844,244.51517027109844,218.43498196341366,242.8331512796759,219.40655270775397
254,233.72693383165202,233.72693383165202,207.95647188840695,229.91862759625803,214.1436234291426
255,245.30691823263024,245.30691823263024,228.5062794357448,242.84426834398187,225.36017100697077
260,183.70751727618668,183.70751727618668,158.38968163015886,195.2450698070256,180.91849910700654
262,205.55199118401998,205.55199118401998,184.92380846644545,195.78932766087814,174.3461320225716
263,205.48391365605238,205.48391365605238,188.00172505894045,198.53389422868716,182.044721916384
266,225.16105894478295,225.16105894478295,211.3562740595796,227.1159885715876,205.2654995535109
269,223.76473263961702,223.76473263961702,201.1381578370408,233.29166465186057,213.4138797430326
270,276.07852036510616,276.07852036510616,247.85815385852626,260.77243078362346,235.58775126965594
271,206.0675885437529,206.0675885437529,193.28740700533785,205.4088916041655,192.31601730192972
275,300.32548582116334,300.32548582116334,274.08184735750905,266.68766454999883,234.59064110889594
276,111.8284777409101,111.8284777409101,109.25426698632069,109.16719264587124,106.26415916629406
282,196.30693221433978,196.30693221433978,177.37237236944793,198.60808107819628,178.17181790847124
283,163.09858049126848,163.09858049126848,156.76082488257583,155.67094652823636,144.90296615101843
286,261.3266796128224,261.3266796128224,240.53770159506706,269.9373285174749,247.46935228218553
289,233.03225753800632,233.03225753800632,212.71376141772498,229.34567812780637,209.17796777874332
296,142.42409757869297,142.42409757869297,132.65000196367487,155.31831416422494,157.13107089761448
297,132.08929244382063,132.08929244382063,127.95226108868802,127.73023670539021,123.24008785843334
299,184.89636064247173,184.89636064247173,175.3898273439251,175.6073246092319,162.69271137583803
300,277.77622748825996,277.77622748825996,248.65801608240926,294.93862074828786,269.27281119100735
302,63.92660262714643,63.92660262714643,43.820065078662,87.73531984064346,103.95576376566163
303,339.00238790074434,339.00238790074434,321.936608891309,329.2293092394751,302.53153739334726
305,298.95623676821486,298.95623676821486,278.331935077483,298.1124134348323,276.612566873455
308,215.36841210057844,215.36841210057844,197.42887058650308,218.68710623639728,199.73605532555715
312,95.54981493327125,95.54981493327125,107.63052317722826,76.89557350543052,78.7051183530275
313,187.10939392547633,187.10939392547633,173.7766489155524,174.93457506573287,162.87544470030537
314,147.44411946543207,147.44411946543207,132.05869086392877,167.34209028083407,170.34427888582792
315,216.5350564270472,216.5350564270472,210.37927352208325,206.15265375159666,190.7685617177271
320,175.1254780081647,175.1254780081647,171.61235959975747,151.1994310277028,141.69643013259991
323,189.1463104209597,189.1463104209597,176.2275294930135,179.1938721713245,164.76450487008094
326,103.22847568334014,103.22847568334014,113.30515912787051,57.705667562631135,31.617293703077873
329,154.31303108171207,154.31303108171207,152.38535079490822,147.3527774094403,144.00651026006517
330,257.2861277222855,257.2861277222855,251.92820498478025,234.84887547680887,214.09969576223335
331,207.89080170070525,207.89080170070525,198.2608316727221,212.54637548916884,198.9006275206933
333,189.7562160143542,189.7562160143542,181.86051860402023,190.86886185085427,180.64682110299438
337,230.7317281209045,230.7317281209045,222.3640709949142,208.70453738582796,193.772780697126
341,129.204157709112,129.204157709112,133.71683704547644,123.63160526640408,119.24659013422583
347,167.53622868665514,167.53622868665514,160.69150088971065,161.49202551862345,155.56068055115819
349,130.92712647852625,130.92712647852625,138.79047623152394,151.5896917635455,163.5091697996583
350,239.72529027903207,239.72529027903207,217.07038812401635,235.59414301305148,209.7889439484685
352,146.3504387472994,146.3504387472994,150.4980794196859,121.85179134439363,115.00126325168856
353,170.40414635895547,170.40414635895547,163.79780554724647,169.52546893863325,164.3158345685702
354,126.16175231976321,126.16175231976321,128.46647940203215,123.77622198515893,115.59726681221892
357,247.12610789636506,247.12610789636506,229.85904748240196,251.52294062747129,233.45776964932205
358,160.30079313586754,160.30079313586754,151.44444829183416,165.5541702531574,167.0570488336024
363,222.34336693651335,222.34336693651335,211.82159446789038,187.61298755661312,173.12840176425743
364,181.0666137239611,181.0666137239611,177.10914510542028,148.98967390165936,134.99397613067293
367,120.65291900174518,120.65291900174518,119.70291266252777,112.91932352577983,107.20962502553436
368,251.50771413595407,251.50771413595407,231.6787256726168,245.0911761686069,221.85862471705775
371,281.4220551412634,281.4220551412634,258.3971103593762,289.9746976421182,268.0420211093291
376,208.59020754587112,208.59020754587112,204.06362698831938,201.6356337329771,187.8733249030401
377,127.19022858886827,127.19022858886827,119.22816345598957,80.92899231489207,84.46042552534176
378,173.04965287053747,173.04965287053747,181.79578385583076,198.7070857953625,197.71613657342735
379,225.84348327389483,225.84348327389483,233.7332688038302,203.16132356377278,183.0333342318958
383,146.7024338375974,146.7024338375974,150.66569178344872,135.42575293637395,126.44504605578798
386,268.84332121208433,268.84332121208433,244.25543872668308,251.43952753460718,224.59792535466414
389,229.32701260351507,229.32701260351507,227.6547492248156,194.00398321522948,177.62261354373248
393,232.19508245512512,232.19508245512512,211.28381864528225,240.95586147501024,225.5019496569928
396,143.39456775686165,143.39456775686165,138.00279174473621,143.81614409641173,144.49722739563512
397,329.89083626295735,329.89083626295735,288.85431523353566,311.4697580228042,269.34913938247314
398,124.93064336202528,124.93064336202528,127.65285766363893,125.80208771859215,122.64595928693555
399,99.43078985886953,99.43078985886953,97.81364104301144,92.99483278223116,95.05642242352013
402,277.3930939836889,277.3930939836889,255.5694897633613,252.37255148668285,224.62916036376257
403,128.36099474829774,128.36099474829774,129.701264734492,120.74301450281452,115.38895614214228
405,176.51448297392787,176.51448297392787,163.70490379253226,169.639722740705,162.48640758851897
406,196.35681738975933,196.35681738975933,188.94048198685613,197.23843618072584,187.62737287367258
407,297.3200818755579,297.3200818755579,275.15828651273586,313.8523452791509,289.71480016970224
408,247.20702674220144,247.20702674220144,230.0569805839079,261.5723357764604,245.69534861593297
410,127.13594908072454,127.13594908072454,129.36537064077532,127.43033545207749,125.24068951039239
412,30.06842421937255,30.06842421937255,21.32041043073671,28.7099704095086,34.57098058373559
414,153.20714369697185,153.20714369697185,161.72029645594756,134.72378949957377,125.80385605211137
419,114.99463956283829,114.99463956283829,112.01191263508497,112.44812469718084,109.06998462241927
421,266.79313916406346,266.79313916406346,260.07232028285125,249.2931894329306,226.42178072833093
422,251.438255870314,251.438255870314,229.2752471652641,248.83939064139017,224.03949881911348
423,227.7549749972233,227.7549749972233,217.8152473553559,215.5892744492332,199.79678319579483
426,184.76577580678764,184.76577580678764,189.91232813646386,169.6325338357573,162.97450786194972
427,267.82440176052904,267.82440176052904,240.7238158733395,299.95583890405203,274.161953902787
431,241.00727546227677,241.00727546227677,212.0392266531664,259.5224328457935,234.97838139820328
435,229.66598207742436,229.66598207742436,209.277440489979,236.37523957858994,216.52211316081596
443,231.1524131407417,231.1524131407417,225.14563653463853,209.49453787235632,196.00889773343263
445,222.47852507909255,222.47852507909255,235.29565105046404,178.58494940364233,152.83024383166972
446,187.2160884157738,187.2160884157738,182.2418321423455,180.27548215657708,174.55126726602816
449,213.760244285271,213.760244285271,208.0244422725775,211.93716816170632,199.69772598934833
450,189.1632232759921,189.1632232759921,185.4674934360381,186.51240135092092,181.088667174494
455,198.5547520768429,198.5547520768429,202.60974487497595,170.05454602177554,152.7720668386612
457,206.5598269634668,206.5598269634668,195.62386847821642,203.8026147020912,188.63951919904912
459,112.07043937022866,112.07043937022866,107.08541232174537,131.43601530056378,133.42710680912626
460,118.48562290801155,118.48562290801155,116.71612897992469,116.25719919473535,108.5586440026923
462,211.74352280282926,211.74352280282926,185.444209109404,182.94443015136136,161.1814128193485
468,156.878795357672,156.878795357672,151.91955434740615,148.48565569836128,144.62752726055083
470,268.85431329540404,268.85431329540404,254.13481619926586,268.2547333320406,252.28690800003764
472,186.93302957531552,186.93302957531552,180.92614002133104,179.98414558798845,171.7795206455149
473,109.50647813622572,109.50647813622572,121.4788345712839,128.41814599659617,124.55787889732105
481,182.95393715465408,182.95393715465408,173.69346950410662,185.53389986438745,176.63327141090377
